OTU ID	SRR6286327	SRR6286328	SRR6286329	SRR6286330	SRR6286331	SRR6286332	SRR6286333	SRR6286334	SRR6286335	SRR6286336	SRR6286337	SRR6286338	SRR6286339	SRR6286340	SRR6286341	SRR6286342	SRR6286343	SRR6286344	SRR6286345	SRR6286346	SRR6286347	SRR6286348	SRR6286349	SRR6286350
Asv2006	0	13	8	0	0	0	0	0	0	26	0	35	0	16	0	0	0	0	49	0	14	0	10	1
Asv2007	19	1	1	0	1	27	0	22	25	1	19	2	21	1	0	0	0	0	1	0	1	30	2	24
Asv2008	0	0	2	22	21	0	28	0	0	1	0	1	0	0	11	15	27	20	0	25	0	0	0	0
Asv2009	0	0	1	19	16	0	27	0	2	0	0	1	1	1	14	28	15	17	0	19	0	0	0	0
Asv201	11	211	132	121	103	8	99	9	15	172	6	183	19	123	83	77	54	73	199	81	192	14	205	15
Asv2010	0	0	0	10	12	0	25	0	0	2	0	0	1	0	9	12	39	40	3	35	0	0	0	0
Asv2011	15	5	7	0	0	17	0	3	15	10	3	6	3	2	1	4	0	1	5	1	8	26	16	21
Asv2012	1	39	14	0	2	3	2	1	1	39	2	29	2	28	1	0	0	1	36	0	29	4	33	3
Asv2013	0	0	1	23	17	1	32	2	1	0	0	4	2	6	16	13	13	16	1	26	1	0	5	0
Asv2014	0	0	3	49	44	0	59	1	2	0	0	4	0	1	52	39	60	62	0	57	0	0	0	0
Asv2015	14	10	10	0	0	19	0	13	15	6	10	4	19	3	0	0	0	0	6	0	9	12	10	10
Asv2016	13	14	4	0	0	12	0	6	15	7	4	9	8	6	0	0	0	0	16	0	13	18	18	19
Asv2017	1	19	6	1	0	1	0	12	16	16	9	15	9	15	0	0	0	0	34	0	21	3	18	4
Asv2018	6	10	9	11	7	3	2	3	4	8	8	14	6	9	8	8	10	1	8	3	7	6	12	5
Asv2019	10	16	10	2	5	9	1	8	14	10	5	11	8	11	2	3	0	1	10	1	15	11	11	4
Asv202	150	219	111	16	12	179	1	151	222	166	112	153	213	133	12	10	13	14	223	12	208	327	223	207
Asv2020	0	8	5	23	17	0	25	0	1	5	0	12	0	3	5	4	3	11	6	26	7	0	9	0
Asv2021	11	20	4	1	2	7	4	7	4	14	3	11	9	9	0	1	2	1	13	3	12	23	11	11
Asv2022	2	12	6	15	24	0	6	0	0	13	0	8	1	6	9	11	2	2	8	6	16	1	16	0
Asv2023	0	2	1	14	12	0	15	0	0	7	1	7	0	6	11	14	35	35	11	22	1	0	1	0
Asv2024	0	0	0	22	21	0	25	3	1	0	0	3	2	1	22	15	18	26	1	28	2	0	0	0
Asv2025	0	4	2	39	38	0	26	0	0	1	0	1	0	1	12	10	15	9	3	16	5	0	8	0
Asv2026	0	8	3	13	24	0	12	5	5	2	2	10	8	4	22	12	20	20	8	21	3	0	10	1
Asv2027	10	5	1	10	6	10	7	4	6	1	16	5	10	5	3	8	5	3	4	8	3	13	6	8
Asv2028	2	8	6	13	19	2	21	2	4	6	3	3	1	3	15	10	17	16	4	16	8	1	10	1
Asv2029	0	0	0	17	9	0	13	0	0	0	0	2	0	2	17	20	34	40	3	21	0	0	0	0
Asv203	141	141	67	23	22	134	10	91	129	123	68	195	138	139	13	15	13	16	177	33	134	196	164	107
Asv2030	0	0	4	15	18	0	11	1	1	3	0	1	0	0	13	15	33	32	6	13	2	0	0	0
Asv2031	36	0	0	2	7	8	2	15	11	0	8	1	19	0	3	2	1	2	0	2	0	26	0	26
Asv2032	12	9	4	3	0	6	1	8	11	4	4	6	13	8	3	7	0	1	9	1	12	25	9	17
Asv2033	2	20	12	0	0	6	0	2	4	15	4	17	4	5	1	1	0	0	11	1	26	5	25	7
Asv2034	16	10	8	8	7	12	2	3	5	13	10	9	16	12	3	1	1	0	9	5	15	10	10	12
Asv2035	4	8	5	30	24	5	10	0	0	9	2	5	3	6	10	12	4	3	10	7	7	8	11	9
Asv2036	20	11	2	0	1	13	0	2	9	9	5	11	12	11	2	1	0	0	9	0	17	28	10	19
Asv2037	0	0	0	9	13	1	45	6	11	0	4	4	10	1	4	7	28	18	3	42	0	1	1	0
Asv2038	0	8	12	0	0	0	0	0	0	30	1	34	0	18	0	0	0	0	39	0	11	0	3	0
Asv2039	0	0	0	1	0	1	0	8	73	8	20	23	38	7	0	0	2	0	14	1	0	1	0	2
Asv204	128	133	68	22	33	103	18	90	130	101	75	154	126	137	9	12	24	17	144	24	159	157	181	101
Asv2040	0	3	0	17	29	1	18	0	0	2	0	7	0	6	24	21	16	28	12	22	3	0	2	0
Asv2041	27	6	4	0	0	12	0	2	5	5	4	12	7	4	0	1	0	0	7	1	16	27	14	14
Asv2042	0	0	0	10	9	0	34	6	7	2	5	7	7	1	3	6	18	21	4	30	1	1	0	0
Asv2043	1	6	0	11	12	0	20	0	0	18	1	26	0	8	4	11	20	11	19	18	7	0	4	0
Asv2044	0	3	1	25	22	0	15	0	2	6	1	4	1	5	11	16	14	20	4	15	3	0	3	0
Asv2045	12	14	6	3	0	5	0	8	7	21	8	12	13	8	0	0	0	0	13	0	16	9	7	15
Asv2046	14	0	0	1	0	11	0	27	19	0	8	0	19	0	0	0	0	0	0	0	0	41	0	19
Asv2047	27	1	0	0	0	23	0	29	20	2	12	0	29	3	0	0	0	0	1	0	0	30	2	21
Asv2048	2	12	3	13	18	4	10	1	1	5	1	5	1	3	26	14	10	13	8	13	15	4	13	2
Asv2049	0	1	0	3	8	0	39	0	0	2	0	1	0	0	7	11	39	36	3	29	0	1	2	1
Asv205	127	69	43	167	171	158	66	74	121	45	67	69	109	63	57	66	50	32	100	62	114	206	106	118
Asv2050	1	1	3	18	34	0	22	0	1	1	0	3	0	7	12	11	15	11	0	22	4	1	5	0
Asv2051	1	9	5	16	19	4	3	0	3	9	4	7	8	4	20	19	5	4	9	2	2	8	12	6
Asv2052	0	12	7	8	33	1	10	1	0	13	0	10	1	5	23	12	10	2	12	4	16	1	9	1
Asv2053	20	25	5	4	2	12	5	5	5	7	5	8	8	12	1	4	0	1	19	3	22	18	25	8
Asv2054	0	0	0	6	14	0	11	0	1	4	0	7	1	3	18	18	34	31	7	17	4	0	4	0
Asv2055	0	11	6	0	0	0	0	1	0	23	0	33	0	16	0	0	0	0	40	0	12	0	7	0
Asv2056	19	6	2	1	1	25	0	19	22	2	13	2	20	0	0	0	0	0	2	0	3	40	1	28
Asv2057	0	0	1	3	1	0	13	5	13	13	11	14	15	6	0	0	12	16	41	24	0	1	0	0
Asv2058	21	8	2	0	0	12	0	23	22	3	11	9	19	6	1	2	1	0	11	0	16	29	4	17
Asv2059	5	6	1	6	0	3	5	8	17	11	12	13	11	11	2	1	5	4	15	2	4	5	4	5
Asv206	20	29	11	297	294	25	219	25	46	23	11	19	23	28	198	198	183	210	27	198	27	39	38	17
Asv2060	29	0	0	4	1	19	0	17	22	1	11	0	21	0	2	2	0	2	0	3	0	29	0	13
Asv2061	25	20	4	3	0	19	1	15	13	12	8	17	18	13	1	1	0	0	21	0	20	38	17	26
Asv2062	0	23	5	0	1	0	0	0	0	19	0	24	0	16	0	0	1	0	34	0	20	0	21	0
Asv2063	0	2	1	28	26	1	16	1	1	2	0	3	0	3	15	19	11	22	4	10	4	1	2	0
Asv2064	7	8	11	22	26	6	5	2	3	3	3	10	3	5	8	6	4	2	10	5	6	5	8	7
Asv2065	6	2	5	1	3	5	4	13	21	14	13	16	12	13	0	1	2	6	19	2	10	8	7	8
Asv2066	1	0	1	16	12	0	32	4	10	2	4	3	5	4	4	7	21	20	4	20	4	0	1	0
Asv2067	21	1	0	0	0	20	0	13	25	0	12	1	22	1	0	0	0	0	2	0	1	23	1	25
Asv2068	1	3	2	26	18	0	27	1	3	2	0	5	0	1	16	19	19	20	2	23	5	1	5	1
Asv2069	1	0	0	2	7	0	35	14	5	1	4	2	8	5	6	5	42	40	6	55	0	0	0	0
Asv207	172	147	64	183	187	197	50	117	167	103	78	112	168	98	103	116	82	51	151	56	154	300	169	201
Asv2070	0	2	0	15	18	0	24	1	0	1	3	0	3	2	12	16	22	27	3	25	2	1	1	0
Asv2071	0	0	4	35	33	0	14	0	0	1	0	2	0	2	17	21	7	12	0	18	5	0	2	0
Asv2072	11	5	4	0	0	10	0	7	13	6	11	16	3	12	0	0	0	0	15	0	10	12	11	13
Asv2073	0	2	1	20	23	0	20	2	0	0	2	3	0	2	11	12	21	17	3	28	2	0	1	0
Asv2074	1	4	3	23	23	0	15	1	0	4	0	4	1	6	31	22	7	6	8	6	4	0	9	0
Asv2075	0	0	0	28	23	0	13	0	0	0	0	1	0	0	24	28	13	26	3	17	1	0	0	0
Asv2076	0	3	1	25	19	0	12	0	1	5	1	3	1	0	20	15	26	23	3	16	2	1	6	0
Asv2077	0	0	0	13	4	0	27	0	0	1	0	0	0	1	12	15	23	32	4	45	0	0	0	0
Asv2078	4	13	2	7	8	15	0	7	10	11	8	12	11	9	4	3	0	1	7	4	13	13	9	8
Asv2079	16	0	0	0	0	16	0	16	24	0	7	0	21	0	0	0	0	0	0	0	0	36	0	19
Asv208	88	157	69	58	51	117	30	70	111	136	61	169	79	131	23	26	25	24	217	28	202	168	205	99
Asv2080	0	7	7	6	14	0	16	0	0	4	0	9	0	6	15	14	19	20	7	25	10	0	5	0
Asv2081	0	6	0	8	14	0	16	0	2	12	0	18	0	15	2	11	13	17	25	14	7	0	4	0
Asv2082	12	8	3	1	1	5	0	10	16	7	8	9	15	8	1	2	0	0	11	0	10	21	9	14
Asv2083	0	20	12	3	0	1	0	2	4	18	1	13	0	10	3	1	0	1	27	1	17	4	11	3
Asv2084	11	10	7	0	4	10	1	3	6	16	8	15	11	4	11	5	1	1	12	0	9	18	8	12
Asv2085	0	0	0	29	20	0	29	0	0	0	0	0	0	1	19	19	27	23	0	28	0	0	0	0
Asv2086	0	10	9	0	0	1	0	0	0	27	0	39	0	24	0	0	0	0	35	0	15	0	8	1
Asv2087	8	1	2	0	0	4	0	20	29	38	15	17	45	8	0	0	0	0	28	0	0	13	2	9
Asv2088	13	10	5	0	1	8	1	6	5	13	4	10	7	12	0	1	1	0	18	0	13	22	4	18
Asv2089	0	0	0	9	16	0	16	0	0	0	0	1	0	0	10	22	16	37	0	18	0	0	0	0
Asv209	103	124	71	80	93	115	37	74	104	81	61	104	113	96	44	46	29	40	121	65	141	179	117	127
Asv2090	10	15	5	9	4	5	2	3	4	12	1	15	0	12	6	3	2	6	17	2	23	15	24	9
Asv2091	0	0	0	20	19	0	1	12	41	8	9	6	21	5	3	0	1	9	5	7	2	1	0	1
Asv2092	0	1	1	32	26	0	25	0	0	0	0	4	0	6	4	10	10	8	0	15	1	0	4	0
Asv2093	43	0	0	5	10	23	1	18	26	0	20	0	32	1	5	1	6	3	0	0	0	54	0	42
Asv2094	6	6	3	22	19	6	5	3	5	8	2	7	4	3	11	12	3	2	12	4	2	9	17	8
Asv2095	11	9	10	3	3	9	1	10	7	12	5	6	8	8	2	5	2	2	17	3	18	14	20	15
Asv2096	0	3	3	19	21	0	27	0	0	0	0	2	0	1	4	10	24	24	0	28	2	0	1	0
Asv2097	0	10	7	16	28	0	14	0	0	7	0	12	1	9	13	10	6	3	10	2	14	1	12	1
Asv2098	0	2	2	12	10	0	20	2	3	4	2	4	2	3	11	4	32	17	6	24	1	0	3	0
Asv2099	0	0	0	12	5	0	27	0	0	2	0	4	0	1	15	8	39	31	6	40	2	0	0	0
Asv21	492	574	297	289	313	466	94	330	421	383	298	534	456	370	117	145	50	47	464	90	646	537	659	378
Asv210	0	6	1	307	369	0	402	17	21	7	15	11	25	7	172	165	154	171	13	349	6	3	8	1
Asv2100	0	5	5	15	29	0	20	0	1	3	0	7	1	8	9	7	10	20	7	12	5	0	5	0
Asv2101	10	13	13	18	14	4	4	6	4	13	1	8	4	5	5	9	3	8	19	10	17	10	12	9
Asv2102	6	1	0	17	17	5	63	13	14	7	10	3	21	5	12	17	71	64	5	67	2	10	0	11
Asv2103	17	9	3	0	4	10	0	5	4	5	1	8	7	1	2	2	0	0	9	0	14	24	11	18
Asv2104	0	0	0	3	7	0	40	0	0	0	0	0	0	0	7	4	53	41	2	50	0	0	0	0
Asv2105	0	9	6	30	34	0	36	9	14	6	1	8	3	4	21	23	36	45	12	36	5	0	9	2
Asv2106	14	13	3	2	2	11	3	19	28	6	7	15	19	8	1	1	0	0	16	0	13	34	11	12
Asv2107	12	0	2	15	16	14	12	14	12	0	5	3	13	4	6	7	12	8	5	8	0	22	2	6
Asv2108	15	3	0	16	33	16	10	11	21	1	14	4	22	2	9	5	9	6	9	10	4	36	3	21
Asv2109	19	20	4	2	1	17	0	5	3	13	4	9	14	11	1	2	1	5	27	1	27	42	15	27
Asv211	0	0	0	173	269	0	234	0	1	0	1	2	0	2	293	274	286	367	1	229	1	0	0	0
Asv2110	0	0	0	13	6	0	29	0	0	1	0	2	0	2	13	8	32	32	1	48	0	0	0	0
Asv2111	5	7	9	0	1	2	0	7	10	23	1	17	11	9	0	0	0	0	33	0	14	7	18	2
Asv2112	7	13	7	0	0	13	0	4	6	9	2	3	4	5	0	0	0	0	13	0	13	36	12	16
Asv2113	0	2	0	14	16	1	3	10	32	3	10	2	17	5	7	12	4	10	7	3	1	3	1	1
Asv2114	10	19	6	8	6	7	1	10	8	9	9	16	10	2	2	3	0	0	6	4	14	15	9	7
Asv2115	0	1	0	16	23	0	27	0	0	1	0	1	0	2	10	9	15	24	2	16	0	0	2	0
Asv2116	0	5	2	20	19	1	34	0	0	1	0	7	2	2	3	5	23	12	0	28	5	0	4	0
Asv2117	3	19	4	43	42	5	34	9	5	6	9	7	5	12	22	19	32	27	13	37	8	6	13	4
Asv2118	0	0	0	19	12	0	26	0	0	0	0	0	0	0	21	16	25	21	1	13	0	0	1	0
Asv2119	1	1	2	11	16	3	33	2	5	3	2	3	7	3	3	4	24	13	7	22	0	2	1	0
Asv212	20	38	14	284	278	27	236	19	30	14	13	26	26	24	200	205	200	221	33	191	38	42	45	22
Asv2120	10	11	4	0	0	7	0	5	13	10	7	11	10	7	0	0	0	0	11	0	12	23	21	12
Asv2121	1	5	4	17	25	1	28	2	7	3	2	4	4	4	4	5	12	8	8	27	7	1	8	0
Asv2122	13	14	8	2	1	9	3	1	4	13	4	15	9	5	0	3	2	1	16	2	22	15	21	7
Asv2123	10	8	10	5	3	10	3	4	3	12	2	9	7	11	3	4	1	1	13	0	18	19	14	16
Asv2124	8	12	4	7	5	11	2	9	6	5	3	9	10	5	4	3	1	1	13	1	12	20	13	10
Asv2125	26	0	1	0	0	15	0	25	23	1	10	1	17	1	0	0	0	0	0	0	3	24	2	21
Asv2126	6	10	3	0	0	1	0	8	5	17	7	17	10	15	0	0	0	0	36	0	16	4	7	5
Asv2127	0	3	1	20	24	0	18	0	0	3	0	3	0	0	22	13	15	26	9	23	1	0	2	0
Asv2128	1	0	0	1	1	1	10	7	16	11	14	22	12	9	0	0	10	16	27	15	0	0	0	0
Asv2129	0	1	0	19	15	0	29	0	1	0	0	0	1	0	14	12	13	18	0	23	0	0	0	0
Asv213	95	83	53	70	75	91	34	76	101	118	61	102	95	56	61	63	53	53	180	30	127	252	89	158
Asv2130	0	2	1	26	20	1	18	3	1	0	0	3	2	4	10	14	15	7	3	26	6	1	5	0
Asv2131	0	0	0	13	23	0	13	0	1	3	0	5	0	4	23	16	10	11	3	20	5	0	1	0
Asv2132	3	2	1	11	10	2	10	9	14	5	1	3	13	0	8	4	16	11	9	19	5	17	2	3
Asv2133	6	4	2	2	3	13	1	14	16	3	6	3	13	4	5	1	2	4	1	2	0	33	5	9
Asv2134	10	6	5	0	0	8	0	4	11	2	3	13	9	10	0	0	0	0	14	0	10	18	7	18
Asv2135	0	3	3	27	23	0	50	0	0	4	0	5	0	11	28	44	49	46	8	46	2	0	3	1
Asv2136	19	9	10	1	2	13	0	10	11	7	9	6	11	5	0	0	4	0	5	0	11	25	18	24
Asv2137	0	0	0	18	17	0	27	0	0	0	0	0	0	0	13	16	19	23	0	29	0	0	0	0
Asv2138	25	3	4	2	0	28	0	26	26	6	29	9	30	2	0	0	0	0	4	0	6	46	3	37
Asv2139	17	0	0	0	0	25	0	18	26	0	11	0	20	0	0	0	0	0	0	0	0	57	0	25
Asv214	10	209	109	137	104	9	110	11	7	114	5	191	19	156	45	48	34	37	160	87	284	13	270	6
Asv2140	12	11	2	0	0	22	0	7	7	5	9	4	10	7	1	0	0	0	2	0	14	15	10	9
Asv2141	34	5	2	0	0	27	0	28	22	2	21	0	30	1	0	0	0	1	0	0	3	56	2	38
Asv2142	0	3	0	22	26	0	17	0	0	2	0	2	0	2	17	14	13	20	0	16	1	0	1	0
Asv2143	8	6	4	0	3	4	0	2	3	13	1	9	6	5	1	0	0	0	11	0	8	30	10	25
Asv2144	0	10	4	25	17	1	20	2	1	0	0	5	2	4	2	7	8	12	0	30	8	2	4	2
Asv2145	0	6	3	20	15	0	18	0	1	3	0	5	0	2	7	7	10	14	12	10	6	0	6	0
Asv2146	0	2	4	13	22	2	14	1	1	0	1	0	3	2	11	12	14	12	1	32	4	0	4	0
Asv2147	0	0	0	3	5	0	30	8	6	12	2	6	5	9	2	11	49	51	17	36	0	0	0	0
Asv2148	5	17	7	0	1	7	0	6	13	16	13	17	9	14	0	0	0	0	26	0	10	1	16	3
Asv2149	12	16	16	0	0	6	0	12	15	59	7	61	8	38	0	0	0	0	75	0	21	11	24	3
Asv215	123	107	37	158	159	115	61	82	102	48	54	60	110	56	59	74	41	36	81	52	110	195	109	139
Asv2150	13	5	4	2	1	18	0	16	12	10	7	6	17	6	3	0	0	0	11	0	6	27	4	18
Asv2151	2	2	3	13	18	1	6	0	0	8	0	5	1	4	14	18	5	11	9	8	2	1	7	3
Asv2152	0	0	0	27	17	0	14	0	0	1	0	1	0	0	20	22	18	12	3	11	2	0	0	0
Asv2153	5	2	1	25	19	2	18	2	1	1	0	1	1	2	21	21	10	17	3	8	3	6	4	4
Asv2154	20	6	3	0	0	12	1	10	14	9	6	6	14	5	0	0	0	0	3	0	3	32	7	15
Asv2155	14	7	6	0	3	19	0	16	8	2	9	10	18	4	1	1	0	0	12	0	3	18	9	9
Asv2156	17	18	6	1	1	8	1	6	6	12	4	12	6	7	3	3	0	2	16	0	11	13	13	17
Asv2157	7	8	2	21	20	7	1	2	2	6	2	9	4	5	9	12	3	4	11	11	4	8	6	5
Asv2158	0	1	1	25	24	0	33	0	0	4	0	9	0	1	20	16	15	18	7	29	0	2	3	0
Asv2159	0	1	1	31	13	0	24	2	1	1	0	2	3	1	10	12	20	18	4	24	2	2	0	1
Asv216	213	50	34	0	2	253	0	116	191	44	97	53	134	28	3	0	0	0	69	0	63	503	52	251
Asv2160	0	6	4	17	17	0	9	0	0	14	0	5	0	9	15	16	5	5	11	3	11	0	12	2
Asv2161	0	4	0	18	18	0	17	0	0	5	0	6	2	2	6	4	11	18	2	20	2	0	2	1
Asv2162	5	4	1	5	13	16	5	5	9	2	3	4	6	2	6	5	12	13	11	4	2	16	5	8
Asv2163	1	15	9	1	2	0	0	1	10	21	4	14	6	10	3	1	2	0	30	2	19	1	17	1
Asv2164	3	1	0	2	1	0	10	10	8	8	18	23	10	14	1	0	9	10	36	15	1	1	0	1
Asv2165	32	0	0	4	6	19	0	10	15	0	12	0	19	0	1	1	1	0	0	1	0	17	0	26
Asv2166	2	20	9	9	4	1	0	2	4	6	2	15	4	7	10	13	3	7	9	7	11	7	5	7
Asv2167	10	11	6	3	6	12	3	7	5	10	5	6	4	3	5	2	0	1	15	2	13	13	9	7
Asv2168	0	12	10	2	4	2	0	1	4	22	1	19	1	18	1	0	4	1	25	1	14	4	14	3
Asv2169	3	4	1	4	15	6	2	9	12	1	5	0	13	1	6	4	9	8	6	2	2	19	1	10
Asv217	112	71	41	129	134	144	65	90	119	45	65	65	112	48	71	86	47	44	84	35	106	204	105	158
Asv2170	5	10	8	0	0	10	1	7	10	12	4	7	10	14	6	4	1	1	12	2	13	15	12	13
Asv2171	11	2	3	0	1	19	0	18	18	2	9	5	22	4	2	1	1	0	3	0	4	23	4	14
Asv2172	32	20	5	1	1	28	0	20	24	13	17	7	23	9	0	0	0	0	10	4	24	29	19	27
Asv2173	23	11	1	1	1	32	0	10	17	6	7	7	19	5	1	2	0	1	10	2	5	26	2	17
Asv2174	0	13	3	13	23	0	18	0	1	1	0	8	0	4	8	8	7	16	4	18	3	0	4	0
Asv2175	0	3	1	11	3	0	31	2	3	3	2	19	2	21	0	0	22	17	9	43	2	0	0	0
Asv2176	4	17	15	13	14	4	2	2	4	16	2	17	2	11	4	8	3	8	24	5	31	18	36	12
Asv2177	0	0	0	18	12	0	13	0	0	0	0	0	0	0	14	18	25	24	0	13	0	0	0	0
Asv2178	25	0	0	0	0	16	0	10	18	0	4	0	15	0	0	0	0	0	0	0	0	44	0	29
Asv2179	14	1	1	9	19	12	7	17	14	1	9	1	21	0	4	1	10	4	4	8	5	22	3	17
Asv218	82	157	68	58	45	105	53	88	108	102	64	149	104	121	10	22	23	16	181	33	190	154	223	91
Asv2180	19	1	0	1	0	14	0	12	14	3	7	3	21	1	0	0	0	0	3	0	1	37	0	33
Asv2181	11	3	2	1	1	20	0	13	19	6	12	4	15	1	2	1	1	0	6	1	0	28	1	23
Asv2182	0	0	0	17	21	0	26	0	0	0	0	0	0	0	12	8	29	19	0	28	0	0	0	0
Asv2183	12	1	1	0	1	20	1	17	13	7	11	5	16	4	3	1	0	0	10	0	1	43	4	30
Asv2184	2	14	8	0	1	2	1	14	12	20	6	16	12	18	0	1	0	1	26	1	11	4	12	6
Asv2185	0	1	0	20	14	0	20	0	3	1	0	7	4	0	23	12	7	10	0	12	1	1	3	0
Asv2186	0	0	0	1	0	0	28	0	0	0	0	0	0	0	1	1	33	26	0	41	0	0	0	0
Asv2187	0	2	0	11	8	1	18	4	5	4	1	7	5	0	8	9	13	30	5	18	5	0	0	1
Asv2188	0	3	0	18	19	0	22	0	0	2	0	2	0	1	7	9	20	25	0	21	3	0	2	0
Asv2189	0	1	0	17	22	0	8	0	0	1	0	0	0	0	23	15	12	19	0	12	1	0	1	0
Asv219	5	2	5	4	0	2	13	176	601	78	246	146	489	79	1	1	11	7	149	2	3	9	0	8
Asv2190	3	6	0	0	0	5	0	26	27	20	14	17	39	19	0	0	0	1	25	0	1	11	1	14
Asv2191	1	0	0	1	0	0	9	7	14	15	6	16	21	7	1	1	7	9	33	16	0	0	0	1
Asv2192	7	13	8	5	3	3	1	7	3	8	4	9	10	3	2	1	1	1	28	1	20	16	10	11
Asv2193	10	10	6	13	12	2	5	3	3	12	0	8	2	3	12	9	0	6	13	4	9	4	3	2
Asv2194	22	1	0	0	0	29	0	15	16	0	15	0	11	2	0	0	0	0	0	0	2	32	0	18
Asv2195	1	6	4	18	7	1	17	1	5	6	0	14	3	9	1	6	5	4	8	10	14	0	8	0
Asv2196	0	1	3	8	3	0	9	0	1	16	0	16	0	4	8	11	14	15	25	11	5	0	3	1
Asv2197	15	8	3	0	0	16	0	8	10	7	2	7	13	9	0	0	0	0	10	1	17	15	7	10
Asv2198	3	1	2	18	14	1	5	0	1	0	1	5	0	3	13	16	10	10	5	10	1	1	5	0
Asv2199	0	4	2	12	24	0	14	0	0	1	0	2	0	1	18	12	23	25	4	11	2	0	5	0
Asv22	321	498	273	76	75	401	50	355	552	498	261	521	496	311	57	79	47	49	569	46	547	703	517	533
Asv220	226	18	11	1	2	183	0	210	259	28	112	48	225	28	0	1	1	1	73	2	37	365	38	285
Asv2200	0	1	0	11	10	1	28	4	7	1	4	2	6	1	5	8	16	24	7	21	2	1	3	0
Asv2201	19	0	0	0	0	9	0	23	28	1	6	1	17	1	0	0	0	0	0	0	2	22	1	15
Asv2202	0	11	3	0	0	0	0	0	0	21	0	27	0	15	2	2	2	1	45	2	16	0	16	0
Asv2203	13	6	4	0	1	6	0	4	0	7	3	1	5	14	0	1	0	0	10	0	8	25	5	17
Asv2204	1	5	0	18	18	0	15	1	0	4	0	4	3	2	12	9	13	10	6	5	5	1	4	1
Asv2205	0	14	6	16	16	0	14	4	7	5	2	9	2	7	3	6	13	12	10	7	13	0	10	0
Asv2206	15	3	0	9	17	11	10	9	12	0	9	1	12	2	4	5	6	7	3	4	3	19	1	3
Asv2207	1	2	1	17	18	0	20	2	8	5	2	9	9	4	25	21	10	12	8	16	5	1	3	1
Asv2208	1	3	2	12	18	1	1	0	0	8	1	8	0	4	15	10	11	6	9	9	7	1	6	2
Asv2209	13	14	10	2	1	10	1	8	6	10	5	16	4	8	0	2	1	2	6	1	17	18	18	9
Asv221	18	40	15	264	252	19	210	15	34	21	10	20	21	25	198	167	203	246	35	184	33	31	33	20
Asv2210	0	0	0	20	12	0	16	0	0	0	0	0	0	0	16	16	30	28	0	26	0	0	0	0
Asv2211	13	3	1	0	0	21	0	20	20	1	12	0	26	1	0	0	0	0	0	0	4	28	1	19
Asv2212	0	1	2	7	8	0	22	0	0	2	0	2	0	4	13	18	31	26	3	16	0	0	1	0
Asv2213	0	6	3	19	20	1	27	3	5	4	4	2	3	5	13	18	11	13	7	25	4	1	6	0
Asv2214	7	3	8	2	3	20	1	1	6	5	0	5	3	5	1	3	1	0	14	1	18	20	11	19
Asv2215	3	8	5	1	2	5	8	15	10	8	5	12	12	11	1	0	0	2	13	0	7	6	11	2
Asv2216	4	11	4	2	3	4	1	11	8	9	4	17	11	8	0	1	3	3	20	0	11	5	12	2
Asv2217	3	10	8	4	8	4	2	1	4	13	2	12	1	6	4	4	3	3	16	1	9	11	14	4
Asv2218	6	6	2	3	3	5	1	4	12	9	3	7	4	4	2	10	2	2	18	2	3	14	6	6
Asv2219	0	18	10	0	0	0	0	0	4	21	0	10	2	12	0	0	0	0	24	0	16	0	18	0
Asv222	6	206	124	120	112	7	126	9	11	136	11	215	14	158	35	66	51	52	202	86	236	13	217	9
Asv2220	16	0	0	1	1	21	0	16	24	2	9	1	24	2	0	0	0	0	3	0	2	44	1	20
Asv2221	21	17	8	2	1	8	3	6	11	18	5	21	10	7	6	6	2	4	11	2	15	16	22	14
Asv2222	3	19	6	0	1	4	0	13	15	9	7	14	8	7	0	0	1	0	30	2	19	3	11	2
Asv2223	0	12	11	25	35	0	24	1	0	6	0	13	2	9	10	17	27	36	16	27	8	0	8	0
Asv2224	0	0	0	4	2	0	35	0	0	0	0	0	0	0	1	1	39	38	0	19	0	0	0	0
Asv2225	25	0	0	0	0	17	0	15	18	0	10	0	18	0	0	0	0	0	0	0	0	32	0	17
Asv2226	5	25	3	2	5	5	2	7	18	17	18	20	12	15	0	0	2	0	24	2	15	4	17	7
Asv2227	0	14	9	0	0	0	1	0	0	18	0	31	0	17	0	0	0	0	24	0	20	0	16	0
Asv2228	2	13	5	0	5	4	0	17	14	22	13	29	23	25	1	0	0	1	22	1	19	6	13	4
Asv2229	5	1	2	6	10	3	12	12	13	2	6	6	4	4	7	4	10	12	5	9	2	9	2	10
Asv223	207	47	28	2	0	219	0	115	172	59	64	50	167	44	2	1	0	1	79	0	56	459	56	324
Asv2230	5	1	0	0	0	1	0	17	14	32	15	19	31	7	0	0	0	0	15	0	3	8	1	6
Asv2231	1	12	4	2	3	0	1	1	4	11	0	14	1	8	0	0	0	0	27	8	13	1	18	1
Asv2232	20	5	2	2	2	22	0	22	27	3	9	5	18	4	1	3	1	0	9	0	6	32	5	17
Asv2233	13	7	4	1	1	9	0	7	8	7	0	10	9	5	2	3	0	0	6	0	5	29	9	16
Asv2234	4	11	5	11	8	4	7	3	4	4	3	12	3	9	4	7	3	7	7	5	13	7	18	2
Asv2235	0	3	2	13	27	0	13	4	3	3	3	7	7	3	9	7	20	19	3	20	6	0	3	1
Asv2236	0	6	3	28	17	0	8	0	0	7	1	4	0	4	17	17	4	12	5	16	3	2	3	1
