OTU ID	SRR6286327	SRR6286328	SRR6286329	SRR6286330	SRR6286331	SRR6286332	SRR6286333	SRR6286334	SRR6286335	SRR6286336	SRR6286337	SRR6286338	SRR6286339	SRR6286340	SRR6286341	SRR6286342	SRR6286343	SRR6286344	SRR6286345	SRR6286346	SRR6286347	SRR6286348	SRR6286349	SRR6286350
Asv1777	0	0	0	14	5	0	73	1	1	1	0	1	0	0	10	9	65	78	1	64	0	0	0	0
Asv1778	0	0	1	12	12	0	35	0	0	3	3	6	1	2	15	9	48	46	1	43	0	0	0	0
Asv1779	14	0	0	0	0	22	0	25	33	0	9	0	32	1	0	0	0	0	1	0	0	35	0	20
Asv178	14	2	1	3	2	2	12	208	693	94	307	160	541	77	0	1	13	7	158	7	4	13	1	8
Asv1780	20	12	6	1	1	21	2	14	14	7	18	16	16	4	2	3	1	1	14	0	27	17	18	16
Asv1781	0	4	1	13	15	0	13	0	1	5	1	13	0	4	15	15	34	49	7	19	4	0	7	0
Asv1782	0	12	3	26	25	1	34	7	10	3	1	7	9	9	11	17	23	17	5	30	6	0	10	2
Asv1783	0	3	0	10	25	1	59	6	14	2	9	5	10	2	2	8	23	20	4	52	2	2	1	0
Asv1784	0	13	7	0	0	0	0	0	0	40	0	32	1	20	0	0	0	0	53	0	16	0	12	1
Asv1785	0	3	0	10	14	0	48	8	24	4	8	4	12	5	5	12	32	37	6	56	0	2	0	2
Asv1786	2	26	8	10	6	2	1	0	1	16	2	21	3	14	4	8	6	3	33	4	21	9	18	4
Asv1787	16	6	5	2	3	20	3	14	17	5	15	2	17	4	2	0	5	6	9	8	3	41	5	30
Asv1788	0	4	3	23	26	0	25	0	0	3	0	2	0	2	14	9	37	29	2	22	3	1	2	0
Asv1789	24	0	0	0	0	25	0	18	19	0	5	0	17	0	0	0	0	0	0	0	0	64	0	36
Asv179	20	37	14	289	246	17	213	27	29	21	10	30	26	23	253	281	251	316	31	178	28	49	34	26
Asv1790	0	0	0	5	9	0	41	0	2	4	0	1	0	0	5	14	37	51	3	38	1	0	1	0
Asv1791	0	2	0	28	29	0	41	1	3	1	0	1	4	3	26	18	40	25	2	24	0	0	7	0
Asv1792	7	13	8	17	15	3	5	3	5	10	3	17	6	6	9	14	2	3	16	11	16	5	17	5
Asv1793	18	0	0	0	0	15	0	10	22	0	15	0	31	0	0	0	0	0	0	0	0	28	0	27
Asv1794	28	5	2	1	1	30	0	23	20	4	13	8	27	2	0	2	2	1	10	1	4	47	6	25
Asv1795	4	26	10	4	4	7	1	5	9	21	3	16	7	11	2	0	0	4	16	0	29	9	39	4
Asv1796	0	0	0	26	14	0	27	0	0	2	0	2	0	0	27	33	26	36	0	33	0	0	0	0
Asv1797	20	8	9	1	1	22	1	12	17	11	3	12	9	6	1	1	1	0	15	0	7	24	18	11
Asv1798	44	0	0	2	2	19	2	18	10	0	21	0	19	1	1	0	1	3	0	2	0	33	0	25
Asv1799	7	19	13	7	8	9	3	1	3	9	0	17	5	12	3	7	1	0	21	5	25	9	18	8
Asv18	431	560	278	111	99	465	49	395	526	536	320	627	577	346	75	65	57	49	549	39	613	705	593	559
Asv180	297	83	32	26	23	293	5	183	248	30	146	61	254	47	23	9	5	4	57	10	97	334	84	199
Asv1800	12	11	8	0	0	14	0	9	12	6	5	9	16	12	0	0	0	0	7	0	17	23	13	10
Asv1801	22	6	10	5	4	12	4	10	21	8	4	12	9	9	6	7	6	6	16	5	9	31	8	18
Asv1802	0	1	0	45	48	0	24	0	0	1	0	3	0	0	34	36	20	22	1	35	1	0	0	0
Asv1803	0	0	0	36	20	0	38	0	0	0	0	0	0	0	11	21	27	26	0	28	0	0	0	0
Asv1804	15	15	10	0	1	16	0	14	18	9	9	15	13	6	0	1	2	0	16	0	17	26	20	10
Asv1805	0	8	4	0	0	0	0	0	0	21	0	42	1	24	0	0	0	0	42	0	21	0	15	0
Asv1806	23	0	0	0	0	25	0	21	30	0	12	1	26	0	0	0	0	0	0	0	0	45	1	20
Asv1807	0	4	1	33	29	1	21	2	7	2	1	9	1	0	10	12	15	14	2	14	1	3	6	2
Asv1808	1	5	6	33	27	0	19	4	0	5	0	2	2	1	16	18	16	20	2	32	2	2	3	1
Asv1809	13	9	4	98	77	15	49	6	15	5	3	5	18	3	105	82	57	54	5	44	9	24	3	19
Asv181	135	123	61	17	20	211	13	200	226	58	134	85	278	66	11	15	10	14	91	16	142	316	143	212
Asv1810	0	13	8	18	18	0	23	2	1	3	0	6	2	4	17	11	26	27	9	38	7	1	6	0
Asv1811	30	9	8	0	2	20	0	5	12	9	6	4	9	10	0	1	1	0	8	1	13	39	13	36
Asv1812	39	0	0	4	0	19	1	16	26	1	13	0	16	0	3	0	3	0	0	2	1	38	0	37
Asv1813	0	5	1	27	29	2	31	2	0	2	0	3	1	1	11	12	18	13	3	37	3	1	5	2
Asv1814	0	12	5	25	25	0	36	3	6	3	4	6	1	6	13	8	25	14	9	29	5	0	6	0
Asv1815	0	1	0	22	17	1	20	1	1	8	1	2	0	3	13	10	27	30	11	30	9	0	2	0
Asv1816	0	9	6	0	0	0	0	0	1	29	0	42	0	23	0	0	0	0	60	0	10	1	13	0
Asv1817	1	5	0	29	29	2	26	3	0	2	2	3	1	4	16	12	15	16	3	36	6	0	1	1
Asv1818	0	9	1	18	29	0	17	0	0	1	0	1	0	2	19	14	26	26	2	25	3	0	2	0
Asv1819	1	11	10	37	34	3	50	5	8	6	3	9	4	10	22	23	20	21	10	33	13	3	16	4
Asv182	285	62	31	1	2	320	2	138	241	42	115	64	193	46	1	1	0	0	89	0	79	437	91	258
Asv1820	0	0	0	22	16	0	19	0	0	3	0	2	0	4	16	17	20	28	3	33	1	0	2	0
Asv1821	0	13	3	18	27	0	25	0	0	6	0	8	0	6	12	22	14	24	5	24	7	0	13	0
Asv1822	25	17	3	0	0	9	0	16	9	7	11	6	12	9	0	0	0	0	6	0	14	34	9	8
Asv1823	13	28	4	0	1	14	1	10	16	6	10	7	13	6	0	0	0	0	7	0	17	29	15	9
Asv1824	12	15	2	1	3	10	0	5	19	10	11	17	12	9	0	1	1	1	7	0	10	23	21	15
Asv1825	0	1	0	29	24	0	26	0	1	4	0	6	0	3	15	15	15	19	5	21	7	1	1	1
Asv1826	1	1	1	11	14	1	48	4	9	6	9	4	6	0	5	5	29	33	3	42	1	0	0	1
Asv1827	0	11	2	30	29	1	26	1	2	4	0	4	1	0	11	9	21	17	4	37	5	0	4	1
Asv1828	23	0	0	0	0	36	0	18	29	0	7	0	25	0	0	0	0	0	0	0	0	57	0	39
Asv1829	32	3	6	0	0	12	1	19	16	7	14	5	23	7	2	1	1	0	6	0	12	43	13	33
Asv183	0	0	0	272	389	0	406	0	0	0	0	0	0	1	245	199	226	274	3	345	0	0	0	0
Asv1830	14	5	4	8	3	16	0	4	8	11	3	9	8	10	3	3	0	0	13	0	15	21	12	19
Asv1831	0	9	9	21	21	0	25	4	0	3	0	5	0	3	13	21	16	30	4	31	12	0	7	0
Asv1832	18	7	4	1	3	11	1	10	23	2	7	8	21	1	3	0	1	6	6	3	3	24	10	24
Asv1833	0	17	5	23	15	0	31	4	8	16	5	16	3	14	5	6	13	12	8	21	19	0	19	0
Asv1834	0	5	2	16	15	0	22	0	0	5	0	22	0	20	7	4	11	15	27	16	5	0	6	0
Asv1835	12	15	7	0	2	11	0	7	6	8	12	12	9	5	1	0	1	1	6	1	17	21	11	8
Asv1836	0	4	0	14	10	0	41	8	10	6	6	4	9	3	3	5	26	32	3	30	0	2	3	0
Asv1837	16	12	11	5	4	11	2	11	9	17	3	17	8	7	9	4	1	3	27	3	12	18	19	12
Asv1838	2	27	15	10	10	6	2	1	1	11	0	18	4	16	2	5	1	4	16	5	23	7	26	5
Asv1839	3	16	5	15	23	4	5	5	5	10	2	7	8	5	15	22	6	7	8	4	5	13	8	6
Asv184	165	135	93	31	35	164	15	143	207	121	107	130	198	78	33	47	24	19	123	20	123	349	132	195
Asv1840	2	2	0	21	18	1	25	4	6	5	2	8	6	4	6	4	22	18	1	25	4	1	2	1
Asv1841	14	11	3	3	0	13	3	10	7	13	6	9	9	8	2	3	2	4	11	0	10	25	12	22
Asv1842	9	17	7	4	7	15	4	4	9	10	3	16	10	12	4	3	1	2	21	1	16	20	11	7
Asv1843	0	10	6	25	32	0	27	7	5	5	2	4	7	7	9	11	15	25	4	31	10	0	11	0
Asv1844	15	12	6	6	3	20	0	4	8	10	2	10	9	11	0	0	1	1	8	0	23	35	12	20
Asv1845	3	13	11	21	30	3	36	1	7	4	3	3	3	5	15	10	11	12	6	23	17	4	10	1
Asv1846	4	14	7	0	0	2	0	7	11	21	6	30	13	19	0	0	0	0	30	0	29	7	17	3
Asv1847	16	6	7	0	1	14	1	12	8	8	5	17	8	12	0	0	1	0	10	0	12	30	10	14
Asv1848	0	12	11	10	10	0	4	3	1	14	0	14	2	6	7	8	11	6	20	13	25	2	16	1
Asv1849	0	0	0	22	19	0	27	0	0	0	0	1	0	0	17	30	36	33	3	24	0	0	0	0
Asv185	22	44	23	306	376	20	248	18	43	23	12	27	36	25	187	243	198	237	28	198	39	42	38	28
Asv1850	0	2	1	26	17	0	17	0	1	4	0	1	0	2	15	9	26	36	7	22	3	0	3	0
Asv1851	0	15	8	3	9	1	5	2	3	8	1	14	0	17	6	10	6	11	16	14	20	0	21	0
Asv1852	0	1	0	12	23	0	10	0	0	0	0	0	0	0	33	33	28	22	0	14	0	0	0	1
Asv1853	0	0	1	17	18	0	20	0	0	1	0	5	0	3	18	18	29	35	7	16	2	0	0	0
Asv1854	0	3	0	33	29	1	16	1	0	4	0	6	1	2	6	14	15	9	6	23	5	0	3	0
Asv1855	0	18	7	8	13	0	13	2	2	7	0	17	1	11	8	11	10	15	16	7	12	1	15	0
Asv1856	0	0	0	17	11	0	5	11	30	9	12	9	32	1	11	4	5	6	6	6	0	1	0	0
Asv1857	1	9	5	25	6	1	32	3	2	3	3	5	3	3	17	10	16	9	7	28	13	1	5	2
Asv1858	2	17	6	0	0	5	0	12	20	18	11	27	12	14	0	0	0	0	44	1	13	10	12	6
Asv1859	3	0	0	10	6	1	28	2	4	1	5	6	11	1	6	12	31	46	4	11	0	5	1	3
Asv186	114	106	64	76	88	132	51	87	128	107	73	119	128	100	33	50	56	53	185	46	140	259	129	152
Asv1860	16	18	11	0	1	6	0	1	5	15	5	17	9	12	0	0	1	0	22	1	11	17	16	8
Asv1861	0	19	15	1	2	0	0	0	1	22	0	16	0	25	0	0	0	0	34	0	20	0	22	0
Asv1862	3	10	6	27	24	3	13	0	2	19	0	12	0	4	16	19	14	10	12	14	14	2	16	1
Asv1863	3	27	10	0	0	1	0	7	15	27	11	20	12	19	0	0	0	0	42	0	21	11	16	4
Asv1864	19	2	3	1	3	9	0	10	7	9	6	6	14	7	0	0	0	0	6	2	10	26	9	30
Asv1865	33	3	4	3	4	24	5	27	34	6	17	7	32	4	2	7	6	5	12	5	8	57	12	38
Asv1866	29	1	0	0	0	34	0	30	43	0	28	0	56	0	0	0	0	0	0	0	0	67	0	38
Asv1867	0	4	0	27	48	0	43	2	2	2	0	3	1	3	24	35	28	41	1	42	7	0	4	1
Asv1868	1	1	2	26	13	0	28	3	3	6	4	1	4	4	6	8	29	31	9	27	1	1	6	1
Asv1869	0	1	0	15	11	0	10	0	0	0	0	0	0	0	50	36	23	26	2	14	0	1	0	0
Asv187	7	4	3	7	3	3	14	217	681	85	307	157	553	69	0	0	12	5	168	4	2	11	1	4
Asv1870	0	2	1	21	32	1	24	1	1	0	0	2	0	1	13	6	19	30	0	15	1	0	1	0
Asv1871	23	11	8	0	0	15	0	17	11	6	9	14	14	10	0	0	0	0	8	0	6	14	6	14
Asv1872	10	22	6	3	5	15	4	6	5	13	4	17	14	15	3	0	1	3	25	4	25	22	25	10
Asv1873	0	0	1	16	34	0	18	0	0	0	1	0	0	0	27	23	15	14	0	21	1	0	0	0
Asv1874	0	4	0	21	37	1	40	1	0	0	0	3	0	2	5	9	17	6	1	36	7	0	4	0
Asv1875	0	1	1	1	1	0	8	4	1	32	0	20	2	26	0	0	14	7	56	6	1	0	0	0
Asv1876	2	28	7	4	1	1	4	1	2	13	1	25	1	12	2	0	2	2	34	2	20	0	25	0
Asv1877	6	10	4	32	23	2	4	3	6	7	2	8	3	8	8	7	5	3	5	3	9	11	9	5
Asv1878	28	2	0	0	0	25	0	25	26	0	14	1	28	1	0	0	0	0	3	0	2	39	1	29
Asv1879	17	11	5	2	0	4	0	10	13	6	9	8	11	9	0	1	1	0	13	1	16	24	15	12
Asv188	157	92	51	145	180	149	65	90	137	44	67	79	132	62	70	102	60	45	100	61	132	231	113	143
Asv1880	15	18	5	0	0	18	0	3	10	10	4	16	3	7	4	0	1	1	7	0	17	26	8	17
Asv1881	13	11	5	1	2	17	0	7	7	12	4	10	7	7	5	4	1	2	12	2	9	15	19	17
Asv1882	21	18	5	2	0	14	0	11	12	10	10	17	14	4	0	0	0	0	13	1	22	27	17	8
Asv1883	1	24	10	1	2	1	0	0	0	24	0	28	1	24	1	0	0	1	24	0	21	0	15	0
Asv1884	0	0	0	3	3	0	48	0	0	0	0	0	0	0	1	0	48	30	0	53	0	0	0	0
Asv1885	13	21	13	0	0	16	0	17	13	5	9	9	13	9	0	0	0	0	12	0	17	17	13	9
Asv1886	46	0	0	7	1	20	1	19	18	0	10	1	21	0	2	2	3	4	0	1	0	21	0	19
Asv1887	14	0	0	0	0	15	0	15	38	0	11	0	17	0	0	0	0	0	0	0	0	45	0	22
Asv1888	19	15	4	0	0	23	0	10	14	2	11	6	17	10	0	0	0	0	4	0	12	26	14	12
Asv1889	8	14	7	28	22	5	2	2	5	6	4	10	5	5	14	13	4	2	8	2	4	10	6	6
Asv189	121	85	45	172	163	154	68	85	133	61	61	75	115	66	52	80	54	45	103	45	90	239	105	131
Asv1890	5	21	13	2	4	7	2	1	6	10	0	23	0	6	8	8	3	1	23	1	15	7	23	3
Asv1891	14	0	0	0	0	25	0	27	29	0	16	0	23	0	0	0	0	0	0	0	0	35	0	18
Asv1892	6	15	5	11	8	3	1	2	4	11	1	16	4	9	6	4	1	1	13	2	17	19	17	12
Asv1893	12	18	5	4	2	12	0	8	9	6	4	15	10	6	6	2	2	3	13	2	11	20	15	11
Asv1894	15	0	0	0	0	20	0	17	35	0	7	0	24	0	0	0	0	0	0	0	1	41	0	19
Asv1895	0	10	7	14	21	1	24	0	0	1	0	4	0	7	12	10	15	26	3	20	10	1	6	0
Asv1896	0	0	0	17	14	0	27	0	0	1	0	0	0	0	11	12	37	41	0	39	0	0	0	0
Asv1897	27	8	5	0	0	23	0	7	23	5	9	7	18	9	0	0	0	0	6	0	10	15	9	10
Asv1898	11	14	9	1	8	15	2	2	8	11	3	15	14	8	4	3	0	4	18	0	20	20	12	19
Asv1899	15	4	0	5	5	17	9	13	15	3	9	1	22	1	0	2	6	4	14	2	8	30	3	16
Asv19	442	581	355	293	255	437	80	353	376	503	284	504	459	298	184	184	70	93	565	89	582	687	611	474
Asv190	0	0	0	199	322	0	316	0	2	1	0	2	1	0	284	234	250	327	2	300	0	0	0	0
Asv1900	21	2	1	0	0	21	0	18	38	3	17	1	25	3	0	0	1	0	2	0	5	32	4	29
Asv1901	0	0	1	13	17	0	32	1	1	1	0	1	2	2	13	18	21	30	1	33	2	0	2	1
Asv1902	1	17	4	26	22	1	11	0	0	8	0	10	0	6	12	6	5	4	10	9	22	1	14	0
Asv1903	21	1	1	0	1	28	0	25	24	0	18	0	23	3	0	0	0	0	1	0	2	34	0	24
Asv1904	18	11	6	2	0	19	0	21	21	6	17	12	24	4	3	0	0	0	12	0	7	36	7	20
Asv1905	0	1	1	18	21	0	28	0	0	1	0	2	2	0	18	16	26	23	1	23	1	0	0	0
Asv1906	0	0	0	66	54	2	96	6	3	1	4	1	6	1	30	35	102	115	1	66	1	5	0	3
Asv1907	1	0	1	1	9	0	23	7	7	2	3	1	8	3	4	6	23	42	1	21	1	1	0	1
Asv1908	16	8	3	5	1	11	1	7	6	10	7	14	14	4	1	1	1	1	15	0	14	27	11	14
Asv1909	0	0	0	24	16	0	35	0	1	0	0	0	0	0	10	8	30	30	0	39	0	0	0	0
Asv191	89	144	80	1	0	92	0	98	150	149	64	258	147	185	0	0	0	1	307	0	188	141	174	84
Asv1910	2	7	4	20	13	3	19	4	3	6	2	3	5	3	15	18	20	29	4	28	13	1	7	0
Asv1911	27	6	5	0	1	14	0	9	9	4	7	6	9	5	0	0	0	1	6	0	10	41	10	18
Asv1912	0	5	1	22	21	1	28	0	1	1	1	1	1	2	11	7	16	20	2	43	2	0	2	0
Asv1913	32	20	29	2	4	26	1	15	19	36	13	54	27	26	0	1	0	0	51	0	70	61	42	67
Asv1914	2	2	0	6	7	1	37	6	12	2	0	5	4	2	3	11	28	32	1	26	0	2	0	2
Asv1915	10	11	5	0	0	9	0	11	10	6	3	20	9	9	0	0	0	0	12	0	13	26	10	13
Asv1916	6	13	10	4	7	7	2	5	0	16	2	18	3	10	5	10	3	3	13	3	15	10	18	3
Asv1917	5	15	5	0	0	11	0	8	10	3	0	8	5	16	0	0	0	0	11	0	10	25	12	23
Asv1918	26	4	6	2	1	21	4	10	10	6	11	4	17	3	4	4	8	6	7	1	6	18	8	26
Asv1919	26	10	1	4	0	23	3	13	16	6	15	6	11	6	0	1	2	6	6	4	8	30	6	15
Asv192	232	196	88	74	78	241	30	196	262	173	145	155	244	109	55	48	25	30	183	25	179	349	169	288
Asv1920	18	14	8	0	0	18	0	10	14	6	7	5	17	11	0	0	0	0	7	0	9	14	14	5
Asv1921	31	2	2	0	0	25	0	21	28	1	29	3	27	2	0	0	0	0	2	0	3	35	3	33
Asv1922	1	25	18	0	2	5	3	5	8	13	2	22	4	13	0	1	0	1	15	0	28	5	35	1
Asv1923	0	1	1	20	12	0	22	0	0	4	0	3	0	4	8	19	29	36	7	37	2	0	0	0
Asv1924	21	3	1	0	1	21	0	20	19	2	14	2	24	2	0	1	0	0	4	0	4	39	3	31
Asv1925	0	0	2	29	27	0	39	0	0	0	0	1	0	0	12	10	18	24	1	26	1	0	0	0
Asv1926	4	7	5	3	1	4	4	16	16	11	10	9	14	12	3	0	2	5	23	2	10	10	14	13
Asv1927	0	3	2	27	30	0	29	0	1	3	1	3	1	5	4	9	18	19	2	36	5	2	7	0
Asv1928	0	0	0	32	16	0	54	0	0	0	0	0	0	0	10	7	24	23	0	39	0	0	0	0
Asv1929	1	26	10	0	0	0	0	1	1	17	1	26	0	18	0	0	0	0	22	0	23	0	27	0
Asv193	227	0	0	0	0	225	0	231	377	0	159	0	321	0	0	0	0	0	0	0	0	416	0	307
Asv1930	0	1	0	35	40	0	28	1	1	1	1	0	0	0	20	16	14	20	0	26	0	0	1	0
Asv1931	0	11	11	0	0	0	0	0	0	37	0	32	0	19	0	0	0	0	39	0	22	0	9	1
Asv1932	0	2	0	17	17	0	3	8	30	7	9	9	20	0	7	12	6	10	17	6	3	0	0	3
Asv1933	0	0	0	16	11	0	32	0	0	0	2	1	0	0	18	14	33	32	0	19	0	0	0	0
Asv1934	20	1	1	0	0	26	0	20	27	0	13	3	23	1	0	0	0	0	1	1	0	43	1	39
Asv1935	9	19	6	1	0	9	1	5	7	25	5	16	3	11	0	0	0	0	19	0	9	17	17	4
Asv1936	16	16	8	3	2	12	0	5	8	10	3	14	5	5	1	0	2	0	10	0	18	22	16	15
Asv1937	11	3	0	0	0	4	0	12	23	36	10	37	34	13	0	0	0	0	39	0	4	26	3	12
Asv1938	10	13	9	3	9	4	2	9	9	11	9	14	12	7	1	4	1	1	10	0	11	17	6	12
Asv1939	6	15	4	3	1	7	5	11	26	14	4	16	17	14	3	1	1	6	24	1	4	11	9	10
Asv194	0	8	3	299	285	1	356	15	20	9	8	10	15	7	263	223	230	237	12	274	4	0	7	0
Asv1940	0	2	0	36	46	0	23	0	0	2	0	1	0	4	21	14	15	15	1	19	0	1	3	0
Asv1941	22	13	8	1	0	23	0	16	19	2	16	8	18	5	2	3	0	0	9	0	5	27	5	14
Asv1942	26	6	8	0	2	22	0	15	26	2	17	5	19	5	1	0	0	0	11	0	12	31	13	20
Asv1943	0	6	2	10	26	0	30	1	0	2	0	6	0	3	13	15	24	32	8	33	6	0	4	0
Asv1944	0	4	2	39	23	0	17	0	0	2	0	2	0	1	31	20	16	26	2	19	1	0	0	0
Asv1945	0	21	7	25	28	0	12	0	1	6	0	5	0	12	8	10	2	1	6	8	14	0	20	1
Asv1946	5	9	8	4	2	7	3	20	19	15	8	12	13	12	1	1	3	1	19	3	6	5	6	5
Asv1947	1	0	0	7	17	1	37	10	15	4	9	5	10	4	10	16	25	40	7	40	3	3	0	1
Asv1948	1	1	0	6	12	0	17	0	1	2	2	0	0	2	4	9	43	48	4	30	0	0	0	2
Asv1949	16	2	0	3	1	16	5	16	13	2	12	3	18	7	0	4	4	4	8	1	7	31	8	18
Asv195	6	1	3	5	2	5	6	203	628	73	284	141	556	66	1	1	14	7	131	7	4	16	1	10
Asv1950	10	8	11	4	3	6	0	5	7	13	5	20	9	12	8	3	1	1	19	3	11	19	15	14
Asv1951	29	0	0	2	3	13	0	15	25	0	7	1	16	0	1	2	4	2	1	3	0	38	0	38
Asv1952	0	11	1	28	26	0	25	0	1	3	1	1	0	1	18	6	23	23	6	28	7	0	6	0
Asv1953	0	1	2	4	3	0	23	2	0	6	0	16	1	11	0	2	20	41	26	53	0	0	0	0
Asv1954	0	14	4	0	0	0	0	0	0	25	1	35	1	30	0	0	0	0	35	0	21	0	14	0
Asv1955	22	9	6	2	0	17	1	7	13	9	5	10	9	5	0	1	0	1	14	1	11	23	10	18
Asv1956	0	0	0	4	6	0	39	0	3	0	0	0	0	0	7	3	54	60	0	32	0	0	0	0
Asv1957	20	13	5	1	0	23	0	6	8	11	5	6	11	4	0	1	0	0	10	0	8	21	20	23
Asv1958	0	11	0	14	14	0	22	0	1	4	0	6	0	6	12	13	31	41	3	17	2	0	3	0
Asv1959	1	0	0	29	22	1	28	0	3	1	1	1	1	1	16	15	15	19	6	19	1	1	2	1
Asv196	5	1	1	3	4	3	9	212	656	111	249	145	499	45	3	0	8	8	157	6	2	5	3	6
Asv1960	10	3	8	1	2	16	0	4	8	5	3	6	4	6	1	2	0	0	9	1	14	23	7	15
Asv1961	0	0	0	1	2	0	31	0	0	0	0	0	0	0	0	2	44	53	1	38	0	0	0	0
Asv1962	0	0	0	23	14	0	33	0	0	0	0	1	0	0	8	6	28	34	0	31	0	0	0	0
Asv1963	1	13	10	7	4	6	4	9	8	12	8	10	13	8	2	3	7	2	14	4	18	14	12	6
Asv1964	2	14	6	3	0	3	0	1	2	27	1	26	4	15	2	2	1	1	30	2	12	0	17	2
Asv1965	0	15	16	0	1	0	1	0	1	28	1	34	2	20	1	1	1	0	24	0	18	0	26	0
Asv1966	12	8	6	0	2	12	4	9	16	3	14	12	13	7	1	0	1	1	18	0	18	20	11	16
Asv1967	7	7	4	1	1	4	3	7	20	11	11	18	10	6	0	0	0	7	16	2	13	8	13	2
Asv1968	0	8	4	22	21	0	29	2	5	4	6	3	4	4	12	8	20	22	7	23	4	0	5	2
Asv1969	32	0	0	0	0	24	0	22	22	0	10	0	18	0	0	0	0	0	0	0	0	68	0	37
Asv197	117	120	65	77	82	103	51	76	104	89	60	105	101	109	65	66	50	49	149	47	118	203	138	129
Asv1970	12	11	5	0	0	17	0	15	16	8	12	6	19	8	0	0	0	0	5	0	12	17	15	11
Asv1971	18	5	3	0	0	26	0	7	7	12	3	6	9	10	0	0	0	0	11	1	7	42	6	25
Asv1972	8	10	8	5	1	7	1	7	4	9	6	17	7	15	2	0	0	0	10	0	18	13	19	10
Asv1973	0	2	0	35	23	1	24	1	0	2	1	4	2	1	15	14	9	14	3	14	5	1	8	0
Asv1974	1	2	0	14	9	1	3	12	29	7	13	5	21	1	10	12	8	18	10	6	0	2	0	1
Asv1975	0	8	2	27	25	4	11	1	0	4	0	4	0	0	16	9	10	14	4	22	10	4	9	3
Asv1976	0	0	0	6	10	1	51	15	4	4	10	9	10	1	1	3	26	37	6	53	0	0	0	0
Asv1977	0	0	0	32	25	0	30	0	0	0	0	0	0	0	16	14	15	26	0	18	0	0	0	0
Asv1978	5	7	2	7	11	5	3	5	14	5	4	11	14	5	11	9	10	2	4	8	9	10	5	16
Asv1979	25	0	0	0	0	23	0	16	26	0	8	0	19	0	0	0	0	0	0	0	0	56	0	29
Asv198	130	145	64	18	29	117	21	95	136	93	82	147	126	137	15	16	26	19	163	22	173	178	182	133
Asv1980	7	6	1	6	17	4	10	8	14	3	6	6	12	1	7	8	11	12	3	8	2	30	3	7
Asv1981	1	1	4	37	19	0	14	0	0	3	0	1	0	1	30	25	18	17	3	17	1	0	1	0
Asv1982	0	0	0	29	26	0	27	1	1	0	0	0	0	0	8	19	20	14	0	29	0	0	0	1
Asv1983	12	16	7	0	0	16	0	8	8	10	7	8	13	7	0	0	0	0	5	0	12	22	7	21
Asv1984	42	2	1	0	0	25	0	28	27	1	18	1	35	3	0	0	0	0	1	0	5	45	3	19
Asv1985	20	1	0	0	0	14	0	18	22	0	8	0	26	1	0	0	0	0	0	0	1	33	0	15
Asv1986	2	0	0	20	21	0	16	1	1	1	0	2	1	0	8	10	45	39	0	13	0	0	0	1
Asv1987	1	2	1	17	21	1	30	1	6	2	1	6	5	4	3	7	22	12	7	16	5	1	2	2
Asv1988	0	22	10	1	0	0	0	1	1	26	0	26	2	22	0	0	0	0	35	1	22	1	24	0
Asv1989	0	3	0	36	27	1	17	0	0	2	0	1	0	1	24	16	13	21	1	19	1	0	1	0
Asv199	0	8	0	264	216	1	275	14	20	7	4	3	11	3	341	290	282	283	15	226	5	0	7	0
Asv1990	10	2	0	0	0	5	0	32	18	22	25	35	37	16	0	0	0	0	41	0	2	14	1	14
Asv1991	16	5	0	1	2	28	0	13	14	5	19	7	25	2	0	1	0	0	6	1	6	40	11	24
Asv1992	16	14	2	0	0	8	0	6	6	3	2	6	7	8	0	0	0	0	16	0	6	19	14	17
Asv1993	0	0	0	0	1	0	27	0	0	2	0	0	0	0	1	1	49	67	0	27	0	0	0	0
Asv1994	17	13	5	0	2	14	0	3	10	8	8	6	9	4	0	1	0	0	7	0	9	23	8	25
Asv1995	9	16	6	4	7	6	2	4	7	11	4	8	6	6	6	1	4	4	9	4	19	14	12	12
Asv1996	20	6	5	1	0	14	0	8	13	3	14	6	18	9	2	2	0	0	6	0	8	31	8	26
Asv1997	0	2	0	27	30	0	27	0	0	3	0	3	0	1	8	22	13	16	4	18	5	0	1	1
Asv1998	20	0	0	0	0	17	0	30	24	0	16	0	23	0	0	0	0	0	0	0	0	35	0	14
Asv1999	0	12	6	23	27	0	5	1	0	6	0	6	0	10	4	8	1	5	11	2	21	2	15	1
Asv2	847	1091	571	190	221	865	134	680	873	817	555	1199	919	772	116	111	77	91	1010	123	1236	1121	1262	733
Asv20	450	530	302	270	278	464	91	336	415	382	274	566	440	315	173	176	70	56	542	80	643	678	645	456
Asv200	154	120	75	49	52	170	9	139	201	128	108	91	184	65	35	29	11	27	136	14	120	258	106	205
Asv2000	12	26	10	11	7	11	11	3	5	20	2	8	2	4	5	5	7	4	17	1	19	12	22	6
Asv2001	0	8	3	23	25	0	23	1	1	1	0	4	0	3	11	7	18	19	2	26	7	0	2	0
Asv2002	0	25	12	16	20	2	16	3	1	16	1	27	1	10	20	21	18	15	22	18	33	3	26	3
Asv2003	23	0	0	0	0	23	0	10	17	0	8	0	16	0	0	0	0	0	0	0	0	53	0	31
Asv2004	17	3	4	2	1	13	0	14	19	7	7	5	24	6	1	1	0	0	3	0	9	23	8	20
Asv2005	6	8	8	18	12	3	5	4	5	5	3	12	5	10	7	6	5	3	14	4	11	8	12	4
