ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv2030	Bacteria	Proteobacteria						
Asv2028	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2032	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2033	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2034	Bacteria	Actinobacteria	Actinobacteria					
Asv2036	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2038	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2037	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2039	Bacteria	Cyanobacteria						
Asv2035	Bacteria	Actinobacteria	Actinobacteria					
Asv2040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv2041	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2045	Bacteria	Actinobacteria	Actinobacteria					
Asv2044	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2046	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv2047	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2048	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2043	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2051	Bacteria	Actinobacteria	Actinobacteria					
Asv2050	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2049	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv2053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2054	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv2055	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2056	Bacteria	Actinobacteria	Actinobacteria					
Asv2052	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2058	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2057	Bacteria	Cyanobacteria						
Asv2059	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv2061	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2062	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv2063	Bacteria	Actinobacteria						
Asv2065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv2064	Bacteria	Actinobacteria	Actinobacteria					
Asv2060	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2066	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2068	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2067	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2070	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2072	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2071	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2073	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2069	Bacteria	Cyanobacteria						
Asv2074	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2075	Bacteria							
Asv2076	Bacteria	Actinobacteria						
Asv2078	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2079	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv2080	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2077	Bacteria	Cyanobacteria						
Asv2081	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2082	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv2084	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2083	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2087	Bacteria	Cyanobacteria						
Asv2086	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2088	Bacteria	Bacteroidetes						
Asv2090	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2085	Bacteria							
Asv2089	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv2091	Bacteria	Cyanobacteria						
Asv2095	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2094	Bacteria	Actinobacteria	Actinobacteria					
Asv2092	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2097	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2098	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2093	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2096	Bacteria							
Asv2099	Bacteria	Cyanobacteria						
Asv2100	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2102	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2104	Bacteria	Cyanobacteria						
Asv2105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2103	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv2101	Bacteria	Actinobacteria	Actinobacteria					
Asv2107	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2108	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2106	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		
Asv2110	Bacteria	Cyanobacteria						
Asv2111	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2112	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2113	Bacteria	Cyanobacteria						
Asv2114	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2109	Bacteria	Verrucomicrobia	Opitutae					
Asv2116	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2115	Bacteria							
Asv2117	Bacteria	Actinobacteria	Acidimicrobiia					
Asv2120	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2121	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2119	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2122	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2124	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2118	Bacteria							
Asv2123	Bacteria	Proteobacteria	Betaproteobacteria					
Asv2125	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2126	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2129	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2128	Bacteria	Cyanobacteria						
Asv2130	Bacteria	Actinobacteria						
Asv2131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2127	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv2132	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv2133	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2134	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2136	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2137	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv2138	Bacteria	Actinobacteria	Actinobacteria					
Asv2139	Bacteria	Bacteroidetes						
Asv2141	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2140	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2135	Bacteria							
Asv2142	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2144	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2143	Bacteria	Verrucomicrobia	Opitutae					
Asv2146	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2147	Bacteria	Cyanobacteria						
Asv2148	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2149	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2150	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2145	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2151	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2153	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2152	Bacteria							
Asv2155	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2156	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2157	Bacteria	Actinobacteria	Actinobacteria					
Asv2158	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv2154	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2160	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2159	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv2161	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2162	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2163	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2165	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2164	Bacteria	Cyanobacteria						
Asv2166	Bacteria	Actinobacteria	Actinobacteria					
Asv2167	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2169	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2168	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2171	Bacteria	Actinobacteria	Actinobacteria					
Asv2172	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2170	Bacteria	Proteobacteria	Betaproteobacteria					
Asv2173	Bacteria	Actinobacteria	Actinobacteria					
Asv2176	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2177	Bacteria							
Asv2175	Bacteria	Cyanobacteria						
Asv2178	Bacteria	Bacteroidetes						
Asv2179	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2180	Bacteria	Actinobacteria	Actinobacteria					
Asv2174	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2181	Bacteria	Actinobacteria	Actinobacteria					
Asv2182	Bacteria	Cyanobacteria						
Asv2183	Bacteria	Actinobacteria	Actinobacteria					
Asv2185	Bacteria	Actinobacteria						
Asv2186	Bacteria							
Asv2187	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2184	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2188	Bacteria	Proteobacteria						
Asv2190	Bacteria	Cyanobacteria						
Asv2189	Bacteria							
Asv2193	Bacteria	Actinobacteria	Actinobacteria					
Asv2194	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2192	Bacteria	Proteobacteria	Betaproteobacteria					
Asv2195	Bacteria	Actinobacteria						
Asv2191	Bacteria	Cyanobacteria						
Asv2196	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2197	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2198	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		
Asv2200	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv2201	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2202	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2204	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2203	Bacteria	Verrucomicrobia	Opitutae					
Asv2205	Bacteria	Actinobacteria						
Asv2199	Bacteria	Proteobacteria						
Asv2206	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2208	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2210	Bacteria	Cyanobacteria						
Asv2211	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2212	Bacteria							
Asv2209	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2216	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv2215	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv2214	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv2218	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2219	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv2220	Bacteria	Actinobacteria	Actinobacteria					
Asv2222	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2221	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2217	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2223	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2224	Bacteria							
Asv2225	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv2227	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2228	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2229	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv2226	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2230	Bacteria	Cyanobacteria						
Asv2232	Bacteria	Actinobacteria	Actinobacteria					
Asv2231	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2234	Bacteria	Actinobacteria	Actinobacteria					
Asv2235	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2236	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2237	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2238	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2233	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2239	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2240	Bacteria	Cyanobacteria						
Asv2241	Bacteria	Verrucomicrobia	Opitutae					
Asv2243	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv2244	Bacteria	Cyanobacteria						
Asv2245	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2246	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2247	Bacteria	Actinobacteria	Actinobacteria					
Asv2242	Bacteria	Cyanobacteria						
Asv2249	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2250	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2248	Bacteria	Proteobacteria						
Asv2252	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2253	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv2255	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2254	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2251	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2256	Bacteria	Cyanobacteria						
Asv2257	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2258	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2261	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv2262	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv2263	Bacteria	Actinobacteria	Actinobacteria					
Asv2264	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2259	Bacteria	Verrucomicrobia						
Asv2265	Bacteria	Bacteroidetes						
Asv2266	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2269	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae			
Asv2271	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2270	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2268	Bacteria	Cyanobacteria						
Asv2274	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv2278	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2275	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv2277	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv2279	Bacteria	Proteobacteria	Betaproteobacteria					
Asv2282	Bacteria	Cyanobacteria						
Asv2283	Bacteria	Verrucomicrobia						
Asv2284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2276	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv2286	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2287	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2285	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv2289	Bacteria	Actinobacteria	Actinobacteria					
Asv2290	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv2291	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2288	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2292	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2293	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2294	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2296	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2297	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2298	Bacteria	Bacteroidetes						
Asv2295	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2299	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2300	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv2301	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			
Asv2303	Bacteria	Actinobacteria						
Asv2304	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2305	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2306	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2307	Bacteria	Cyanobacteria						
