ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
Asv1703	Bacteria	Actinobacteria	Actinobacteria					
Asv1704	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1705	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1707	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1701	Bacteria							
Asv1706	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1708	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1709	Bacteria	Actinobacteria	Actinobacteria					
Asv1712	Bacteria	Actinobacteria	Actinobacteria					
Asv1711	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1713	Bacteria	Actinobacteria	Actinobacteria					
Asv1714	Bacteria	Cyanobacteria						
Asv1710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1715	Bacteria	Cyanobacteria						
Asv1716	Bacteria	Proteobacteria						
Asv1717	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			
Asv1719	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1721	Bacteria	Cyanobacteria						
Asv1722	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1723	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1718	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1725	Bacteria	Actinobacteria	Actinobacteria					
Asv1724	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1729	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1728	Bacteria	Actinobacteria	Actinobacteria					
Asv1730	Bacteria							
Asv1731	Bacteria	Cyanobacteria						
Asv1727	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1732	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1733	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1734	Bacteria	Actinobacteria						
Asv1736	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae			
Asv1738	Bacteria	Cyanobacteria						
Asv1737	Bacteria	Actinobacteria						
Asv1735	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1739	Bacteria	Actinobacteria						
Asv1740	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1741	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1743	Bacteria	Actinobacteria	Actinobacteria					
Asv1744	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1745	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1746	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1747	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv1748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1742	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1749	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1750	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1751	Bacteria	Actinobacteria	Actinobacteria					
Asv1754	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1753	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1752	Bacteria	Actinobacteria	Actinobacteria					
Asv1756	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1757	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1758	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1761	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1760	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1762	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1763	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1764	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1765	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1759	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1766	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1768	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1767	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1771	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1772	Bacteria	Actinobacteria	Actinobacteria					
Asv1770	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv1769	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1773	Bacteria	Actinobacteria	Actinobacteria					
Asv1774	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1777	Bacteria	Cyanobacteria						
Asv1775	Bacteria							
Asv1778	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1779	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1780	Bacteria	Actinobacteria	Actinobacteria					
Asv1776	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1781	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1782	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1786	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1787	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1789	Bacteria	Bacteroidetes						
Asv1784	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1788	Bacteria	Proteobacteria						
Asv1790	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1791	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1794	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1793	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1795	Bacteria	Actinobacteria	Actinobacteria					
Asv1792	Bacteria	Actinobacteria	Actinobacteria					
Asv1797	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv1796	Bacteria							
Asv1798	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1800	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1801	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1804	Bacteria	Actinobacteria	Actinobacteria					
Asv1802	Bacteria							
Asv1799	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1803	Bacteria							
Asv1805	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1806	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1808	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1809	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1810	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1811	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1807	Bacteria	Actinobacteria						
Asv1813	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1812	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1816	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1817	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1818	Bacteria	Proteobacteria						
Asv1819	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1815	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1820	Bacteria							
Asv1822	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1821	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv1824	Bacteria	Actinobacteria	Actinobacteria					
Asv1825	Bacteria	Actinobacteria						
Asv1826	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1827	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1829	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1828	Bacteria	Bacteroidetes						
Asv1832	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1833	Bacteria	Actinobacteria						
Asv1830	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv1834	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1831	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1835	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1839	Bacteria	Actinobacteria	Actinobacteria					
Asv1840	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1837	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1841	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1838	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1842	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1844	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv1846	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1847	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1845	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1848	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv1849	Bacteria							
Asv1850	Bacteria	Proteobacteria						
Asv1852	Bacteria	Verrucomicrobia						
Asv1853	Bacteria							
Asv1854	Bacteria	Actinobacteria						
Asv1856	Bacteria	Cyanobacteria						
Asv1851	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv1857	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1855	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae				
Asv1858	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1860	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1861	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1862	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1864	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1859	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1863	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1865	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1866	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1869	Bacteria	Verrucomicrobia						
Asv1868	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1871	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1872	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1874	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1876	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1875	Bacteria	Cyanobacteria						
Asv1877	Bacteria	Actinobacteria	Actinobacteria					
Asv1873	Bacteria	Verrucomicrobia						
Asv1878	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv1879	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1882	Bacteria	Actinobacteria	Actinobacteria					
Asv1883	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae			
Asv1880	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1884	Bacteria							
Asv1881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1885	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1886	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1887	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1888	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1890	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1892	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1889	Bacteria	Actinobacteria	Actinobacteria					
Asv1891	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1893	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1896	Bacteria	Cyanobacteria						
Asv1894	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1897	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1899	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1895	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1900	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv1898	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1901	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1903	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv1904	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1902	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1905	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1906	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1907	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1909	Bacteria	Cyanobacteria						
Asv1910	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1911	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1912	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1914	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1908	Bacteria	Actinobacteria	Actinobacteria					
Asv1913	Bacteria	Bacteroidetes						
Asv1915	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1916	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1918	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1919	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1920	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1921	Bacteria	Actinobacteria	Actinobacteria					
Asv1917	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1922	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1924	Bacteria	Actinobacteria	Actinobacteria					
Asv1923	Bacteria							
Asv1926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv1927	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1928	Bacteria	Cyanobacteria						
Asv1929	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1925	Bacteria							
Asv1930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1931	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1932	Bacteria	Cyanobacteria						
Asv1934	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv1935	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1937	Bacteria	Cyanobacteria						
Asv1938	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1939	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv1941	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1940	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1933	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1942	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1946	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv1944	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1943	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales				
Asv1945	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1949	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1948	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv1952	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1950	Bacteria	Proteobacteria	Betaproteobacteria					
Asv1953	Bacteria	Cyanobacteria						
Asv1954	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1955	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1951	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1956	Bacteria	Cyanobacteria						
Asv1957	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1958	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv1962	Bacteria	Cyanobacteria						
Asv1961	Bacteria							
Asv1960	Bacteria	Proteobacteria	Gammaproteobacteria					
Asv1963	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1964	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv1965	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1959	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv1967	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae			
Asv1966	Bacteria	Actinobacteria	Actinobacteria					
Asv1968	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1971	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1970	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1972	Bacteria	Actinobacteria	Actinobacteria					
Asv1969	Bacteria	Bacteroidetes						
Asv1974	Bacteria	Cyanobacteria						
Asv1973	Bacteria	Actinobacteria						
Asv1975	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv1978	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv1979	Bacteria	Bacteroidetes						
Asv1977	Bacteria							
Asv1982	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv1980	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1976	Bacteria	Cyanobacteria						
Asv1981	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1983	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1984	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv1986	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		
Asv1988	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv1987	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae			
Asv1989	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv1985	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1990	Bacteria	Cyanobacteria						
Asv1991	Bacteria	Actinobacteria	Actinobacteria					
Asv1992	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv1994	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv1995	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae			
Asv1996	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv1999	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv1998	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		
Asv1993	Bacteria							
Asv1997	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycineae	Streptomycetaceae	Streptomyces	
Asv2000	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2001	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacterineae	Mycobacteriaceae	Mycobacterium	
Asv2003	Bacteria	Bacteroidetes						
Asv2004	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae			
Asv2005	Bacteria	Actinobacteria	Actinobacteria					
Asv2006	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
Asv2002	Bacteria	Actinobacteria						
Asv2007	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter		
Asv2008	Bacteria							
Asv2009	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2011	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		
Asv2012	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		
Asv2014	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2013	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae			
Asv2015	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae			
Asv2010	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales				
Asv2017	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2016	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2018	Bacteria	Actinobacteria	Actinobacteria					
Asv2021	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2020	Bacteria	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales			
Asv2022	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter		
Asv2024	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			
Asv2023	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae			
Asv2019	Bacteria	Actinobacteria	Actinobacteria					
Asv2025	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae			
Asv2026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae			
Asv2027	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			
Asv2029	Bacteria							
Asv2031	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae			
